mouseid,SEX,PGM,PCTT10,TOTDIST,TOTREAR,AMBEPIS,AVGVELO,PCTREST,ACTFACT,ANXFACT,1.52.903,1.58.218,1.63.544,1.68.754,1.73.853,1.78.895,1.84.13,1.142.911,1.152.072,1.157.107,1.162.154,1.172.293,1.189.194,1.194.471,2.6.99,2.14.912,2.30.4,2.46.567,2.65.484,2.70.714,2.75.803,2.80.917,2.97.379,2.115.443,2.120.543,2.125.79,2.131.164,2.136.176,2.147.68,2.153.094,2.163.612,2.168.681,2.178.315,3.5.399,3.15.676,3.23.589,3.30.366,3.58.232,3.63.295,3.116.457,3.130.112,3.144.638,4.28.546,4.64.271,4.84.116,4.90.848,4.95.976,4.101.273,4.106.91,4.114.381,4.119.404,4.146.705,4.154.007,5.3.217,5.8.292,5.13.572,5.34.496,5.54.302,5.59.398,5.70.507,5.76.181,5.114.905,5.129.613,6.8.907,6.30.799,6.43.778,6.48.9,6.57.082,6.66.518,6.71.532,6.76.679,6.81.864,6.92.155,6.97.389,6.102.455,6.113.036,6.118.461,6.130.177,6.137.911,7.4.843,7.10.546,7.16.001,7.32.784,7.57.878,7.63.356,7.95.734,7.113.114,7.120.494,7.125.526,8.3.089,8.9.532,8.15.231,8.27.939,8.42.542,8.52.684,8.57.724,8.63.043,8.68.129,8.73.959,8.84.334,8.89.447,8.99.742,8.106.003,8.120.925,9.19.367,9.35.157,9.75.208,9.85.508,9.97.633,9.103.546,9.115.09,9.120.248,10.6.177,10.27.548,10.33.479,10.50.215,10.57.805,10.66.995,10.72.796,10.80.703,10.86.122,10.91.185,10.96.34,10.101.669,10.109.059,10.126.634,11.8.346,11.24.381,11.30.054,11.35.159,11.45.533,11.68.383,11.73.562,11.78.864,11.84.334,11.110.832,11.115.986,11.121.485,12.8.054,12.14.003,12.20.058,12.25.18,12.34.51,12.44.175,12.50.945,12.62.739,12.67.901,12.73.9,12.84.749,12.90.714,12.95.793,12.101.558,12.113.087,13.6.094,13.12.009,13.17.193,13.22.251,13.35.31,13.40.462,13.51.598,13.56.939,13.67.446,13.89.444,13.94.513,13.99.543,14.10.723,14.75.192,14.92.114,14.97.414,14.102.467,14.108.333,15.57.352,15.78.151,15.89.891,15.101.89,16.17.188,16.45.834,16.51.101,16.56.11,16.61.205,16.71.874,16.82.521,16.87.987,16.93.262,16.98.377,17.9.103,17.14.146,17.27.372,17.32.527,17.39.267,17.45.986,17.51.159,17.56.801,17.71.942,18.11.683,18.16.784,18.21.882,18.28.434,18.51.821,18.70.651,18.77.741,18.85.977,19.3.505,19.49.322,X.45.475,X.61.66,X.85.251,X.100.299,X.106.858,X.125.593,X.151.946
189045,0,0,18.67,3057.1,99,116,35.68,53.43,-0.17,-0.095,C,C,C,C,C,C,C,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,H,H,H,H,H,H,H,H,H,C,C,H,H,H,H,H,H,H,H,-,B,B,B,H,H,H,H,H,-,-,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,C,B,B,B,B,B,B,B,B,B,B,C,C,C,C,H,H,H,H,H,H,H,H,C,C,C,H,B,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,H,C,B,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,C,H,H,H,H,H,H,H,H,C,H,H,H,C,C,C,C,C,H,H,H,H,H,-,H,H,H,H,H,H,H,H,B,B,H,H,H,H,C,C,H,H,H,H,H,H,H,H,H
189047,0,0,17.58,3554.9,59,128,34.6,49.9,0.22,-0.364,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,H,H,H,-,H,H,H,H,H,C,-,-,B,H,C,C,C,C,C,C,-,C,C,H,H,B,B,B,B,B,B,B,B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,-,H,H,H,H,H,H,C,C,C,C,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,-,B,B,B,-,H,H,-,H,H,B,B,B,B,B,B,B,H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,C,H,H,H,-,C,C,C,H,H,H,H,H,H,B,B,-,B,B,B,B,B,B,B,B,B,B,B,H,H,C,C,C,C,C,C,C,H,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,H,H,H,H,H,H,H
189048,0,0,18.8,3004,79,104,35.24,51.62,-0.32,-0.152,B,B,B,B,B,B,B,B,B,B,H,H,H,-,H,H,H,H,H,H,H,H,H,H,-,B,B,B,B,B,B,B,B,-,H,H,H,H,-,H,H,H,H,H,H,H,H,H,H,H,-,B,B,H,H,H,H,-,B,B,B,B,B,-,H,H,H,H,H,H,H,H,H,H,H,H,H,-,-,B,B,B,B,B,B,H,H,C,C,C,C,C,C,C,C,C,C,C,-,-,-,-,H,B,H,H,H,H,H,-,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,-,B,B,B,B,B,B,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,-,C,C,H,C,C,C,C,-,C,C,C,C,H,-,C,C,C,C,H,H,C,C,C,C,C,C,C,C,C,C,C,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,-,C,-,H,H,H,H,H,H,H
189049,0,0,15.98,1654.2,82,52,29.77,68.23,-2.21,-0.759,B,B,B,B,B,B,B,H,H,C,C,C,C,C,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,H,C,C,C,C,H,H,H,H,H,H,C,C,C,C,C,C,H,-,B,B,B,B,B,B,B,B,B,B,B,B,H,H,C,C,H,H,H,H,H,H,H,H,H,H,H,-,H,H,H,H,H,H,H,H,H,C,C,C,C,H,H,H,H,H,H,-,B,B,B,B,B,C,C,C,C,C,-,H,H,C,C,C,C,C,C,C,C,C,C,C,H,H,H,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,C,C,H,H,H,H,H,H,H,C,-,H,C,C,C,C,C,C,C,C,C,H,C,C,C,C,C,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,C,C,C,C,C,H,H,B,C,C,C,C,-,C,C,C
189064,0,0,25.77,2803.9,58,97,35.27,51.23,-0.61,0.339,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,-,H,H,H,H,C,B,B,B,B,H,-,H,C,C,C,C,C,C,C,C,C,C,C,C,-,H,H,H,H,H,H,H,H,C,H,H,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,H,H,B,B,B,H,H,H,C,C,C,C,C,C,C,C,C,C,C,B,C,-,H,H,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,-,H,H,H,H,H,B,B,B,B,B,B,B,C,C,C,C,-,H,H,H,H,H,H,H,H,-,H,-,-,H,H,H,H,H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,C,H,C,C,C,C,C,C,C,C,C,H,H,H,H,H,H,H,C,C,B,B,B,B,B,H,H,-,B,H,H,H,H,H,H,H,H
189065,0,0,9.98,2024.5,42,61,34.34,63.83,-1.87,-0.682,B,B,B,B,B,B,B,B,B,B,B,B,B,H,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,-,H,H,H,H,H,H,H,C,-,H,H,H,H,H,H,H,H,C,C,H,H,H,H,H,H,C,C,C,C,B,B,B,B,B,B,B,B,B,-,H,H,H,H,H,-,C,C,C,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,C,C,C,C,H,H,H,H,B,-,H,H,B,B,B,H,H,H,H,H,H,H,H,C,C,H,B,B,B,B,B,B,H,H,H,H,H,H,C,C,C,-,H,H,H,H,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,H,H,H,B,H,H,H,C,C,C,C,C,C,H,B,B,B,H,H,H,H,H,H,H,H,H,H,C,C,C,C,C,H,H,H,H,H,H,H,H
189066,0,0,22.93,2224.9,49,73,28.11,60.2,-1.51,-0.597,C,C,C,C,C,C,C,C,C,C,C,C,C,H,C,C,C,C,C,C,C,H,H,H,H,H,H,-,H,H,H,H,C,C,C,C,C,C,C,H,B,B,B,B,B,B,B,B,B,B,-,B,B,B,B,B,B,-,H,C,C,C,C,C,C,C,C,C,C,C,C,C,C,H,H,H,B,B,B,H,H,H,H,B,B,B,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,H,C,H,H,H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,C,-,H,B,B,B,B,B,H,C,C,C,H,H,H,H,H,H,H,H,C,C,C,C,C,C,H,H,H,H,B,B,B,B,B,H,C,C,C,C,C,C,C,H,H,H,B,B,H,H,H,H,H,H,C,C,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,H,C,C,H,H,H,H,H,H,H
189068,0,0,15.78,3634.4,142,127,32.16,51.5,0.51,-0.776,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,C,C,C,C,H,H,H,H,H,H,C,C,C,C,C,C,H,H,H,H,H,H,H,H,H,H,H,H,B,-,H,H,H,H,H,H,H,H,H,-,H,H,H,H,B,H,B,B,B,B,B,B,B,B,B,-,B,B,B,H,H,H,C,C,C,C,C,C,C,C,C,C,C,H,H,H,H,H,H,H,B,H,C,H,H,H,H,H,H,B,B,B,H,H,H,H,H,H,H,H,H,-,C,B,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,H,H,H,H,B,H,H,H,H,H,H,H
189069,0,0,41.97,2975.7,70,108,42.07,54.92,-0.74,2.296,B,B,B,B,B,B,B,B,B,B,B,B,-,H,-,C,C,C,C,C,C,C,C,C,C,C,-,H,B,B,B,B,B,-,B,B,B,B,B,B,B,B,-,H,H,H,H,H,H,H,H,H,-,H,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,H,B,-,B,B,B,H,H,H,H,H,H,-,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,-,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,C,H,H,H,H,H,H,H,H,H,H,H,-,B,B,C,-,H,H,H,H,B,B,B,B,H,H,-,H,H,H,H,H,H,H,H,H,C,C,C,C,C,C,H,H,H,H,B,B,B,B,B,B,B,-,H,H,H,-,B,B,B,B,B,C,H,B,B,B,-,H,H,H
189070,0,0,22.97,2221.5,30,73,53.15,62.82,-1.92,2.462,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,-,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,H,H,C,C,-,C,C,C,C,C,C,C,C,C,B,H,C,C,C,C,C,C,C,C,C,C,H,H,H,-,B,B,B,H,H,H,H,B,H,H,B,H,C,C,C,C,C,C,C,C,C,C,C,C,C,B,B,B,B,-,H,C,C,H,H,H,H,H,B,B,B,B,B,B,B,B,H,B,B,B,B,B,B,B,B,B,C,C,C,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,C,C,H,C,C,C,C,C,H,H,H,H,H,C,C,H,H,H,H,B,B,B,H,B,B,B,B,B,B,B,B,-,H,H,H,H,H,H,H,H,H,H,H,H,C,C,C,C,C,C,H,B,B,B,-,-,B,B
195071,0,0,19.25,3263.1,56,103,29.33,53.28,-0.34,-0.835,C,C,C,C,C,C,C,B,B,B,B,B,B,B,-,H,H,H,H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,-,H,H,H,H,H,H,B,H,B,B,B,B,B,B,B,B,B,C,C,H,H,H,H,H,H,H,H,H,B,-,B,H,H,H,H,H,H,H,H,H,H,C,C,C,-,C,C,C,C,H,H,C,C,C,C,C,C,C,C,H,H,H,H,H,H,H,B,B,B,B,H,H,H,H,H,H,H,H,C,H,H,H,H,H,H,H,B,B,B,H,H,H,H,H,H,H,H,H,C,C,C,C,C,H,B,H,H,H,H,H,H,H,H,H,H,H,H,B,H,C,-,H,C,C,H,H,H,H,H,H,H,B,H,H,H,H,H,C,C,C,C,H,C,C,C,C,C,C,C,C,H,B,B,B,H,H,H,H,H,C,C,C,C,C,C,C,C,C,B,B,H,H,H,B,B,B,B
195072,0,0,29.67,4295.5,87,153,40.83,46.48,0.93,1.136,H,H,H,H,H,H,H,H,H,B,B,B,B,B,-,H,H,C,C,C,C,C,C,C,C,H,H,-,H,H,H,H,H,-,H,H,H,H,H,C,H,H,H,C,C,C,C,C,C,C,C,H,B,-,H,H,B,B,B,B,B,B,B,H,H,C,C,C,C,C,C,C,C,C,C,C,C,C,-,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,H,H,H,H,H,H,H,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,C,C,C,C,H,H,H,H,H,H,H,H,B,B,B,B,B,B,H,H,H,H,H,H,H,B,H,H,H,H,H,H,H,H,H,H,H,H,C,H,H,H,H,H,C,C,H,H,B,B,B,B,B,B,B,B,H,H,-,H,H,H,H,H,C,C,C,H,H,H,-,C,C,C,C,H,C,B,B,B,B,B,B,B
195073,0,0,18.12,2700.1,112,90,32.09,60,-0.86,-0.48,B,B,B,B,B,B,B,H,H,H,H,H,H,H,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,H,-,C,-,H,-,-,C,C,H,H,H,H,-,B,H,H,H,C,C,C,C,C,C,B,B,B,B,B,B,B,B,B,-,H,H,H,H,C,-,C,C,C,C,H,H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,C,C,C,C,C,C,-,H,H,H,H,H,H,-,-,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,C,C,C,C,C,C,C,H,-,H,B,B,B,H,H,H,H,H,H,H,H,H,H,H,B,H,C,C,C,C,C,H,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,-,B,B,B,B,B,B,B,B,B,B,H,H,H,H,C,H,B,B,B,B,B,B,B
195074,0,0,6.98,2759.9,68,88,34.22,60.77,-0.97,-0.98,C,C,C,C,C,C,C,C,C,C,C,H,H,H,C,C,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,-,H,B,B,B,B,C,C,C,H,H,H,H,H,H,H,H,H,B,B,H,B,B,B,H,H,H,H,H,-,H,C,C,C,C,C,C,C,C,C,C,H,H,H,H,-,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,-,C,B,B,B,B,B,C,C,C,C,H,H,H,B,B,B,B,B,B,B,H,H,H,C,C,C,C,C,H,H,H,H,H,H,H,H,H,H,H,H,C,C,C,C,H,H,B,B,B,B,H,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,B,B,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B
195075,0,0,21.8,4378.6,80,140,36.85,48.58,0.79,0.132,B,B,H,H,H,H,H,B,B,H,H,H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,C,H,H,H,H,H,B,B,B,H,H,H,H,B,B,B,C,H,H,H,H,H,B,B,B,B,B,-,C,C,H,H,H,H,H,H,-,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,-,H,H,H,H,C,C,C,C,C,C,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,C,C,C,C,C,C,C,C,H,B,B,B,B,B,B,H,H,H,H,H,B,H,C,C,C,C,C,H,H,H,H,H,C,H,B,B,B,B,B,B,B,H,H,H,-,H,H,-,H,H,H,H,H,H,H,H,H,H,H,H,B,H,H,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,H,H,H,-,H,H,H,H,H,H,H,H,H,H,H,H,C,C,C,C,C,H,H,H,H,H,H,H,H
195300,0,0,28.42,3311.1,125,115,36.22,51.8,0,0.605,C,C,C,C,C,C,C,H,H,H,H,H,H,-,C,C,-,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,-,B,B,B,B,B,B,H,B,C,C,H,-,-,C,C,C,-,H,-,H,H,H,H,H,H,H,H,-,B,H,H,H,H,H,C,H,H,H,H,B,B,B,B,B,-,H,H,C,H,H,C,C,C,C,C,H,H,H,H,H,C,C,C,C,C,C,C,C,C,H,-,C,C,C,C,-,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,H,H,B,H,H,H,H,H,H,H,H,B,H,C,C,-,H,-,C,B,C,C,C,C,C,H,H,C,C,C,C,C,-,-,H,H,H,H,H,H,H,B,H,H,H,C,C,C,C,H,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,C,C,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H
195301,0,0,21.7,4823.4,70,162,40.4,46.8,1.26,0.509,C,C,C,C,C,C,C,B,B,B,B,B,B,B,H,H,H,H,B,B,B,B,B,H,H,H,H,H,H,H,H,H,C,B,B,B,B,B,B,B,B,H,C,H,H,H,H,H,-,C,C,C,C,B,B,-,H,C,C,C,C,C,C,H,H,H,-,C,C,C,C,C,C,C,C,C,C,C,C,B,B,H,H,H,H,H,H,H,H,-,H,H,H,H,H,H,H,H,H,H,H,C,C,C,H,H,H,H,H,H,H,H,-,H,H,H,-,-,C,C,C,C,C,C,C,C,-,H,B,B,B,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,C,C,H,H,H,H,H,-,C,-,C,H,H,H,H,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,C,C,-,H,H,H,H,H,H,C,C,C,H,H,B,B,B,C,-,B,B,B,B,B,B,H
195302,0,0,29.35,4354.9,97,140,39.04,47.67,0.79,0.906,B,H,H,H,H,H,H,H,H,H,H,H,H,-,H,H,C,C,H,H,H,H,H,H,H,H,H,-,H,H,H,B,H,H,H,H,H,C,C,H,H,H,-,H,H,H,H,H,H,H,-,C,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,C,H,-,H,C,C,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,C,C,C,C,C,C,H,H,H,-,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,-,B,B,B,B,B,B,B,H,C,-,H,C,C,C,C,C,H,H,H,H,C,C,C,C,C,H,H,H,H,H,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,C,C,C,C,C,C,-,H,C,H,H,H,H,H,H,H
195303,0,0,39.1,2659.3,44,98,38.73,58.95,-1.23,1.756,H,H,H,H,H,H,H,H,H,H,H,H,C,C,H,H,H,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,-,H,H,C,H,C,H,C,C,C,C,C,C,C,C,-,C,H,H,H,C,C,H,C,C,C,C,-,C,B,B,B,B,B,B,B,-,H,H,H,H,H,-,B,H,B,H,-,H,H,-,-,C,C,C,C,C,C,C,C,C,C,C,C,H,C,B,H,H,C,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,C,C,B,B,B,H,H,H,H,H,C,C,C,C,H,H,H,H,H,H,H,B,H,H,H,H,B,B,B,C,C,C,C,C,H,H,C,C,H,H,H,C,C,H,-,C,C,H,H,H,H,C,C,C,C,H,C,C,C,C,C,B,B,B,B,B,B,H,B,B,H,H,H,H,H,H,H,H,B,B,B,B,B,B,-,B,H
195316,0,0,10.23,3945.9,65,116,29.93,52.88,0.23,-1.427,B,B,B,B,-,H,H,C,C,C,C,C,H,H,B,B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,H,H,H,-,H,H,H,H,H,H,H,H,H,B,B,-,H,H,H,H,H,H,-,B,B,B,B,B,B,B,B,B,H,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,H,B,B,B,B,H,H,B,B,B,B,B,B,B,B,B,B,B,B,H,H,-,C,C,C,C,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,C,C,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,H,H,H,H,H,C,C,C,C,C,C,C,C,C,H,H,B,B,B,B,B,B,B,H,H,H,-,C,C,C,C,B,B,B,B,B,B,B,B,B
195317,0,0,17.78,4054.1,117,131,40.14,50.45,0.6,0.291,H,H,H,H,H,H,H,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,B,H,H,H,H,H,H,H,H,H,H,H,-,C,C,H,H,H,H,C,C,H,H,H,H,H,H,H,H,-,B,H,H,H,H,H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,C,C,C,C,C,C,-,H,H,H,H,H,H,H,H,H,-,H,H,H,H,H,H,H,H,H,H,H,H,H,-,H,H,-,C,C,C,C,C,C,H,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,C,C,C,C,C,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,C,H,H,H,H,H,H,H,B,B,C,C,C,C,C,C,C,C,C,C,B,B,-,H,H,H,H,H,C,H,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H
195321,0,0,21.53,4969.6,49,145,31.97,40.67,1.4,-0.589,C,C,C,C,C,C,C,H,H,H,H,B,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,H,C,C,C,C,C,C,C,C,C,B,H,H,C,C,C,C,C,-,C,-,-,C,C,H,B,B,B,B,-,-,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,-,C,C,C,H,H,H,H,H,H,C,H,H,H,H,C,C,C,-,H,H,H,H,H,-,B,H,C,C,C,C,-,H,H,C,C,C,C,H,H,H,H,H,H,H,H,-,B,C,H,H,H,H,B,B,B,B,B,B,B,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,H,C,H,H,H,H,H,H,H,C,H,H,H,B,B,B,B,B,H,H,B,B,B,H,H,H,H,H,H,B,B,B,B,B,B,B,-,H,H,B,B,B,-,H,H,H
195322,0,0,15.5,3379.2,85,126,33.29,53.15,0.1,-0.624,H,H,H,H,H,H,H,B,B,B,B,B,B,B,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,C,C,H,B,B,B,B,B,B,-,B,-,B,B,B,B,B,B,B,B,B,B,H,H,C,C,C,C,C,C,C,C,C,C,C,C,C,-,C,C,C,B,B,B,B,B,B,-,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,C,C,H,H,H,H,H,H,-,-,H,H,H,H,H,H,C,C,C,C,C,C,C,C,C,C,H,H,H,H,H,B,B,H,C,C,C,C,C,C,C,C,C,C,C,C,C,-,B,B,B,H,H,B,B,B,B,B,B,B,B,H,C,C,C,C,C,H,H,H,C,C,H,H,H,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,-,B,B,B,B,C,C,B,B,B,-,-,B,B
195323,0,0,28.18,2905,55,81,44.72,66.87,-1.62,1.795,C,C,C,C,C,C,C,C,C,C,C,C,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,C,C,H,H,H,H,H,B,B,B,B,H,H,H,H,H,H,-,C,C,H,H,H,H,H,H,H,H,H,-,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,-,C,C,C,H,H,H,H,H,H,H,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,H,H,H,B,B,-,H,H,H,C,C,C,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,-,-,H,H,C,C,C,C,C,C,C,C,B,B,B,B,B,B,B,B,B,B,B,B,C,H,H,H,H,H,C,C,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,C,C,C,C,C,C,B,B,B,B,B,B,B,B,H,B,B,B,B,B,B,B,B
195324,0,0,9.32,3133.9,79,101,32.75,67.31,-0.94,-0.958,C,C,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,H,B,B,B,B,B,H,H,H,H,-,H,H,H,H,C,H,H,H,H,C,C,C,-,H,H,B,B,B,B,B,B,B,-,H,-,B,B,B,H,H,-,C,C,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,H,H,H,H,C,C,C,C,C,C,C,C,C,C,C,H,C,H,-,-,-,B,H,C,H,H,H,H,B,B,B,B,B,B,B,B,B,C,C,C,H,H,H,H,H,H,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,C,H,C,H,H,H,H,H,H,H,H,C,C,B,B,B,B,H,H,H,H,C,C,C,C,C,C,C,C,C,C,H,H,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B
195325,0,0,11.26,2691.3,93,92,31.58,67.77,-1.21,-0.935,H,H,H,H,H,H,B,B,B,B,B,B,B,-,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,-,H,H,H,H,C,C,C,C,-,-,C,H,B,B,B,B,B,B,B,B,B,B,B,B,B,-,H,H,H,H,B,B,B,B,B,B,B,-,H,H,C,C,C,C,C,C,C,C,C,C,C,B,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,C,C,C,C,C,C,H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,H,C,C,C,B,B,H,H,H,H,C,C,C,C,H,C,C,H,H,H,H,H,H,H,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,H,H,H,H,H,H,H
196341,0,0,12.32,3494.8,55,111,30.05,52.33,-0.05,-1.247,H,H,H,H,C,H,H,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,C,C,C,C,C,C,-,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,-,C,C,H,H,H,H,H,H,-,B,-,-,C,C,C,C,C,-,H,H,H,H,H,H,H,H,H,H,C,C,C,C,H,H,H,H,C,-,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,H,H,C,C,C,-,H,-,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,C,C,C,C,C,C,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,C,C,H,C,C,B,B,B,-,-,B,H
